comp,/map,0.706089973449707,4.202669143676758,1.2915631532669067,-8.21167395770317e-06,0.012941742315888405,0.0006318368832580745,0.9999160766601562
tv,/map,2.109123468399048,3.1555962562561035,1.7157622575759888,-1.9768457093505276e-08,-2.2684877976075768e-08,0.2497948557138443,0.9682987928390503
lapR,/map,-0.30824851989746094,2.4078760147094727,0.6956895589828491,0.0,0.0,0.0,1.0
lapL,/map,-1.304611086845398,1.8746577501296997,0.7058709859848022,1.2573073249200206e-08,-5.824479387683823e-08,-0.43635573983192444,0.8997743725776672
50shades,/map,-2.6176631450653076,-2.6842079162597656,0.3859650790691376,-5.32898525307246e-08,8.434857257100248e-10,0.19021715223789215,0.981742262840271
twilight,/map,-2.944545269012451,-3.1741950511932373,0.3280481994152069,-0.001649385434575379,-0.005060576368123293,0.30987265706062317,0.950763463973999
door,/map,1.0043452978134155,-1.0746181011199951,2.5619924068450928,4.661842467612587e-08,-3.571098261545558e-08,-0.3811458349227905,0.9245150685310364
twilight_temp,/map,-3.151642322540283,-3.0635993480682373,0.39908674359321594,-0.002161150798201561,-0.0008523523574694991,0.3668879568576813,0.9302623867988586
tv_2,/map,1.844936728477478,4.230494499206543,1.9063063859939575,-0.24497303366661072,0.651357889175415,0.2528008222579956,0.6721706390380859
door_2,/map,1.7328144311904907,-0.44042110443115234,2.5115368366241455,-5.8261750979227145e-08,-6.017541664959936e-08,0.36520713567733765,0.9309264421463013
